% Model,RI.mph
% Version,COMSOL 5.3.1.180
% Date,"Feb 14 2018, 13:46"
% Table,Table 1 - 
% Time (s),"Temperature (W), Probe Pint","Temperature (degC), average_fuel_temp_probe","Temperature (degC), average_flibe_temp_probe","Temperature (degC), max fuel temp","Temperature (degC), max flibe temp","Temperature (degC), Tp11","Temperature (degC), Tp12","Temperature (degC), Tp13","Temperature (degC), Tp14","Temperature (degC), Tp21","Temperature (degC), Tp22","Temperature (degC), Tp23","Temperature (degC), Tp24","Temperature (degC), Tp31","Temperature (degC), Tp32","Temperature (degC), Tp33","Temperature (degC), Tp34","Temperature (degC), Tp4"
63,7.731745233468108E7,1022.4556768417068,763.4767815630561,1365.4080142667872,955.599745134784,1170.7398450727824,1165.8784422410035,1161.1507680479754,1152.499796667049,1041.4950615089006,1036.6329056904729,1031.9044992350896,1023.2521886471203,915.2675452112425,910.4046699736758,905.6755639106267,897.021972587207,880.0005401490502
64,7.748763112146209E7,1022.6722189593276,763.2754014510166,1366.0303643231236,956.2163044954842,1171.2831207272266,1166.4110167036147,1161.672936257698,1153.0029239629994,1041.7511061135078,1036.8782562211854,1032.1394504413443,1023.4681117598019,915.2493523290624,910.3757993465387,905.6363098431876,896.9637188114749,879.906743953621
65,7.765571610711291E7,1022.8942146963515,763.0789638303237,1366.6200086554718,956.7662861259615,1171.8399428322195,1166.957258573429,1162.2088896594282,1153.5200522252103,1042.0109218085254,1037.1275064056513,1032.3784264828455,1023.6882877784764,915.2308471035827,910.3467510984912,905.5970093273776,896.9056610908195,879.8132366665042
66,7.781509722445622E7,1023.1191733620018,762.9007355484611,1367.1775250727774,957.584813206049,1172.3904371202761,1167.4977142540115,1162.7395835720063,1154.0328847390579,1042.2709943869886,1037.3775592295096,1032.6187358775314,1023.9107694970086,915.2219770169055,910.3278865838041,905.5684260162276,896.8592937516258,879.7329916610678
67,7.796554839412531E7,1023.3466358296952,762.7411633604062,1367.7055344260675,958.2189831481934,1172.9326375869118,1168.0304326228252,1163.2630813646656,1154.5395114243393,1042.5308973494534,1037.628002501454,1032.8599803679404,1024.1351832660675,915.2233782105412,910.319855462902,905.5512227376583,896.8253068317036,879.6667760595714
68,7.810699988470536E7,1023.5759565520024,762.6000857020659,1368.2081558685295,958.6864738245723,1173.4646545588948,1168.5535289533323,1163.7775031629758,1155.0380613496213,1042.790096523022,1037.878306256554,1033.1016341229424,1024.3610095727536,915.2352848086492,910.3228952935709,905.5456404326507,896.803949970721,879.6148701703397
69,7.823921647307724E7,1023.8061819517096,762.4768667488667,1368.69013015683,959.0345175176357,1173.9842940212557,1169.064824972132,1164.2806859726857,1155.5263994357624,1043.0477768029891,1038.1276701370975,1033.3429110966526,1024.5874899519417,915.2575503964882,910.3368739667136,905.5515608735501,896.7951263054653,879.5772014394873
70,7.836225658071582E7,1024.0371682914292,762.371323438918,1369.1519358635755,959.2624562809932,1174.491360544473,1169.564121756896,1164.7724274672178,1156.004317111384,1043.3038230138477,1038.3759753943268,1033.5836890580144,1024.8144954431068,915.2900679143785,910.3616807386237,905.5688697266365,896.7987159628043,879.5536436568792
71,7.847632930533907E7,1024.2679353056456,762.2823379738437,1369.5970959497363,959.3966286778344,1174.9842829619133,1170.0498358991808,1165.2511323201406,1156.4701972169182,1043.5574353823954,1038.622409276597,1033.82314262123,1025.0411772837615,915.3322535286446,910.3967182305583,905.5969564281182,896.8140848546462,879.5435329692822
72,7.858152499197361E7,1024.4980861907447,762.2094413049384,1370.0269717096444,959.44891777035,1175.4624474970124,1170.5213482755394,1165.7161762064443,1156.9234059065125,1043.8082909194009,1038.866643147373,1034.0609376560478,1025.2671913494064,915.3838548877392,910.441728234894,905.6355570737124,896.8409585313317,879.5465807942668
73,7.867813324155226E7,1024.7269175961942,762.1516175701253,1370.4434447372992,959.4347085334342,1175.9250328960152,1170.9778199931816,1166.1667030756594,1157.3630557277806,1044.0558314803993,1039.1081007627859,1034.2964803132631,1025.4919116318042,915.4442426022193,910.4960629358758,905.6840059244943,896.8786385310763,879.562042875964
74,7.876652903699145E7,1024.953744427486,762.10772958992,1370.8479758790904,959.3690568333151,1176.371434613141,1171.4186234744898,1166.6020629469808,1157.788455695783,1044.299524919823,1039.3462265455987,1034.5291922237025,1025.7147180523825,915.5126691651764,910.5589511088843,905.7415086857405,896.926287920163,879.5890222054437
75,7.884764619657402E7,1025.1775531400226,762.0754994791158,1371.2420351763326,959.2766633430314,1176.8014616553783,1171.8435097903143,1167.0219505441814,1158.1991974186144,1044.5386458906537,1039.5802367281449,1034.7582328015528,1025.9346660317242,915.5875424627078,910.6287418967521,905.8063573685007,896.9820943228304,879.6255539089401
76,7.892146048802073E7,1025.3983709120257,762.05498704904,1371.6255815762793,959.1568702646106,1177.2151206617918,1172.2524870824022,1167.4263754704912,1158.5952931740394,1044.7732139721606,1039.8101524056192,1034.9836246163604,1026.1517808378012,915.6689041388248,910.7054784682847,905.8785966245565,897.0461051014667,879.6716893025322
77,7.898790030816223E7,1025.6162780515256,762.0463690342193,1371.998493773512,959.0077338923614,1177.6124312499373,1172.6455794085496,1167.8153661021752,1158.9767792412163,1045.0032870184973,1040.0360359115234,1035.2054343581312,1026.366137134124,915.7568772460537,910.7892883815761,905.9583583939935,897.1184602056445,879.7275800184283
