% Model,OC.mph
% Version,COMSOL 5.3.1.201
% Date,"Feb 14 2018, 17:15"
% Table,Table 1 - 
% Time (s),"Temperature (W), Probe Pint","Temperature (degC), average_fuel_temp_probe","Temperature (degC), average_flibe_temp_probe","Temperature (degC), max fuel temp","Temperature (degC), max flibe temp","Temperature (degC), Tp1","Temperature (degC), Tp21","Temperature (degC), Tp22","Temperature (degC), Tp23","Temperature (degC), Tp24","Temperature (degC), Tp3"
77,4.4985810660296136E8,719.3843798289602,631.3642842954094,1821.191079006202,1011.4124704614964,717.8072548300137,723.8639765699448,722.0746756322236,720.3346000153073,717.8109010014207,714.4148709247105
78,4.500085851735778E8,719.5559568334855,631.3606023693592,1824.5750431551523,1012.2876365068697,717.977559809485,724.0392614740838,722.2484824848524,720.5069692735901,717.9811849683035,714.5822829905934
79,4.50159063744179E8,719.7275338380358,631.3569204432773,1827.9590073041022,1013.1628025522433,718.1478647889808,724.2145463782231,722.4222893375104,720.6793385318468,718.151468935219,714.7496950564132
80,4.5030954231479293E8,719.8991108425963,631.3532385172012,1831.342971453052,1014.0379685976167,718.3181697684307,724.3898312823528,722.5960961901396,720.8517077901038,718.3217529021023,714.9171071222642
81,4.504600208853814E8,720.0706878471141,631.3495565911282,1834.726935602002,1014.91313464299,718.4884747479184,724.5651161864712,722.7699030428249,721.0240770483612,718.4920368689992,715.0845191880869
82,4.506104994559884E8,720.2422648516549,631.3458746650124,1838.1108997509523,1015.7883006883636,718.6587797273886,724.7404010906125,722.9437098954563,721.1964463066106,718.6623208358951,715.2519312539476
83,4.507609780265876E8,720.4138418561976,631.3421927390012,1841.4948638999022,1016.663466733737,718.8290847068863,724.9156859947378,723.1175167480761,721.3688155648852,718.8326048027794,715.4193433197694
84,4.509114565971576E8,720.5854188607557,631.3385108129436,1844.8788280488525,1017.5386327791106,718.9993896863392,725.090970898889,723.2913236007233,721.5411848231347,719.0028887696851,715.586755385624
85,4.510631018593071E8,720.7362014511591,631.3482757542301,1847.6192261688257,1018.3543512704222,719.1493169751814,725.2443369046945,723.4436623647802,721.6925245262585,719.1527793829391,715.7345885531373
86,4.5121615371363705E8,720.8619137797285,631.3742525725484,1849.5837251098478,1019.0983983149662,719.2746764143473,725.3712769426509,723.5701186682248,721.8185104756759,719.2780832628116,715.8588169148013
87,4.513692055679507E8,720.9876261083418,631.400229390908,1851.5482240508709,1019.84244535951,719.4000358534824,725.4982169806015,723.696574971711,721.9444964251057,719.4033871426876,715.9830452764596
88,4.515222574222809E8,721.113338436931,631.4262062092486,1853.512722991893,1020.586492404054,719.525395292657,725.6251570185425,723.8230312752031,722.0704823745579,719.5286910225698,716.1072736381396
89,4.516753092765957E8,721.2390507655286,631.4521830276068,1855.477221932916,1021.3305394485977,719.6507547318427,725.7520970564967,723.9494875786855,722.1964683239822,719.6539949024731,716.2315019997798
90,4.518283611309223E8,721.3647630941433,631.4781598459398,1857.4417208739383,1022.0745864931417,719.7761141710128,725.8790370944638,724.0759438821564,722.3224542733911,719.7792987823194,716.3557303614665
91,4.519814129852622E8,721.4904754227214,631.504136664281,1859.4062198149613,1022.8186335376855,719.9014736101578,726.0059771323979,724.2024001856411,722.4484402228063,719.9046026622162,716.4799587231117
92,4.521344648396237E8,721.6161877513349,631.5301134826262,1861.3707187559835,1023.5626805822297,720.0268330493248,726.1329171703195,724.3288564891237,722.5744261722396,720.0299065421164,716.6041870847749
93,4.5228751669393814E8,721.7419000799143,631.5560903009796,1863.335217697006,1024.3067276267734,720.1521924885016,726.259857208288,724.455312792615,722.7004121216402,720.1552104219827,716.7284154464381
94,4.5244056854827136E8,721.8676124085281,631.582067119286,1865.2997166380287,1025.0507746713174,720.2775519276747,726.386797246219,724.5817690960857,722.8263980710939,720.2805143018584,716.8526438081179
95,4.525936204025639E8,721.9933247371222,631.6080439376204,1867.2642155790513,1025.7948217158614,720.4029113668183,726.5137372841872,724.7082253995638,722.9523840205075,720.4058181817463,716.9768721697859
96,4.527466722569206E8,722.1190370657022,631.634020755998,1869.228714520074,1026.5388687604054,720.5282708059783,726.6406773221468,724.834681703077,723.0783699699757,720.5311220616383,717.101100531426
97,4.5289972411123335E8,722.2447493943072,631.659997574347,1871.193213461096,1027.282915804949,720.6536302451577,726.7676173600862,724.9611380065381,723.2043559193886,720.6564259415086,717.2253288931195
98,4.530527759655608E8,722.3704617228742,631.6859743926942,1873.1577124021192,1028.026962849493,720.7789896843569,726.8945573980227,725.0875943100231,723.3303418687912,720.7817298213537,717.3495572547671
99,4.532058278199173E8,722.4961740515109,631.7119512110046,1875.1222113431413,1028.771009894037,720.904349123473,727.0214974359648,725.2140506135021,723.456327818251,720.907033701254,717.4737856164772
100,4.533588796742708E8,722.6218863800717,631.7379280293654,1877.0867102841644,1029.515056938581,721.029708562651,727.1484374739214,725.340506916978,723.5823137676854,721.0323375811533,717.5980139781155
101,4.5351193152856266E8,722.7475987087009,631.7639048477009,1879.0512092251865,1030.259103983125,721.1550680018207,727.2753775118655,725.4669632204693,723.708299717109,721.1576414610348,717.7222423397785
102,4.536752167351113E8,722.8321256909535,631.8038151726114,1880.1534325772868,1030.8810378704811,721.2395070834413,727.3603577171616,725.5517684386067,723.7929347917188,721.2420298121366,717.8061563027085
103,4.5383980622231084E8,722.911403439895,631.8455013773286,1881.1457555354655,1031.4874079586875,721.3187307055182,727.4399899777976,725.6312650630995,723.8722995357342,721.3212033192192,717.8849320379245
104,4.540043957095815E8,722.9906811888028,631.8871875820878,1882.1380784936441,1032.0937780468944,721.3979543275988,727.5196222384506,725.7107616875937,723.9516642797524,721.4003768262746,717.9637077731619
105,4.541689851968118E8,723.069958937755,631.9288737868297,1883.1304014518228,1032.7001481351008,721.4771779496884,727.5992544991186,725.7902583121104,724.0310290237665,721.4795503333484,718.0424835083954
106,4.5433357468405414E8,723.1492366866587,631.9705599915626,1884.1227244100019,1033.3065182233072,721.5564015717897,727.6788867597605,725.8697549366188,724.1103937677913,721.5587238404055,718.121259243636
107,4.54498164171309E8,723.2285144355728,632.012246196315,1885.1150473681805,1033.9128883115131,721.6356251938864,727.7585190204188,725.9492515611056,724.189758511817,721.6378973474685,718.2000349788431
108,4.546627536585282E8,723.307792184541,632.0539324010689,1886.1073703263592,1034.5192583997195,721.7148488159808,727.838151281022,726.0287481856085,724.2691232558298,721.7170708545467,718.2788107141307
109,4.5482734314575285E8,723.3870699334329,632.0956186057883,1887.0996932845378,1035.125628487926,721.794072438094,727.9177835416743,726.1082448101331,724.3484879998631,721.7962443616202,718.3575864493587
110,4.549919326330632E8,723.4663476823762,632.1373048105204,1888.0920162427165,1035.7319985761324,721.8732960601653,727.9974158023272,726.1877414346345,724.4278527438967,721.8754178686677,718.4363621846081
111,4.5515652212031704E8,723.5456254312951,632.1789910152747,1889.0843392008956,1036.3383686643392,721.9525196822801,728.0770480629938,726.2672380591281,724.507217487881,721.9545913757489,718.5151379198
112,4.5532111160751987E8,723.6249031802226,632.2206772200103,1890.0766621590737,1036.9447387525456,722.031743304357,728.1566803236079,726.3467346836505,724.5865822319098,722.0337648827922,718.5939136550465
113,4.554857010947664E8,723.7041809291749,632.2623634247318,1891.0689851172529,1037.551108840752,722.1109669264576,728.2363125842446,726.4262313081452,724.6659469759459,722.1129383898449,718.6726893902822
114,4.556502905820192E8,723.7834586780871,632.3040496295263,1892.0613080754315,1038.1574789289584,722.190190548575,728.3159448449182,726.5057279326301,724.7453117199511,722.1921118969469,718.7514651255314
115,4.5581488006923455E8,723.862736427027,632.3457358342538,1893.0536310336101,1038.7638490171648,722.2694141706216,728.3955771055623,726.5852245571394,724.8246764639745,722.2712854040292,718.8302408607482
116,4.559794695565257E8,723.9420141759238,632.3874220389965,1894.0459539917888,1039.3702191053708,722.3486377927495,728.4752093662007,726.6647211816346,724.9040412080103,722.350458911054,718.9090165960018
117,4.5614405904372096E8,724.0212919248762,632.4291082437379,1895.0382769499674,1039.9765891935772,722.4278614148272,728.5548416268293,726.7442178061488,724.9834059520128,722.429632418115,718.9877923312417
118,4.563086485309507E8,724.1005696737723,632.4707944484752,1896.0305999081465,1040.582959281784,722.5070850369265,728.6344738874736,726.8237144306668,725.0627706960154,722.508805925168,719.0665680664927
119,4.564732380182296E8,724.1798474227141,632.512480653229,1897.0229228663252,1041.1893293699904,722.5863086590384,728.7141061481315,726.9032110551428,725.1421354400297,722.587979432243,719.1453438017064
120,4.5663782750544685E8,724.259125171646,632.5541668579839,1898.0152458245038,1041.7956994581969,722.665532281118,728.7937384087543,726.9827076796864,725.221500184063,722.6671529393243,719.22411953695
121,4.568024169927085E8,724.3384029205661,632.5958530627273,1899.0075687826825,1042.4020695464033,722.744755903222,728.873370669407,727.0622043041865,725.300864928084,722.7463264463813,719.3028952721885
122,4.5687729941134554E8,724.4002360460897,632.6338131584026,1899.6711060648095,1042.8368239157662,722.8063034891597,728.9361101502891,727.124584611943,725.3628959319477,722.8078508241607,719.3636712690668
123,4.5694074831349117E8,724.4598457861788,632.6712983469257,1900.2927383275,1043.2497051910204,722.8655981951873,728.9966965803613,727.1847833782657,725.4227176828363,722.8671257514304,719.4221531289484
124,4.5700419721560067E8,724.5194555262261,632.7087835354914,1900.9143705901902,1043.6625864662747,722.9248929012147,729.057283010422,727.2449821445612,725.4825394337449,722.9264006786865,719.480634988796
