% Model,oc.mph
% Version,COMSOL 5.3.1.180
% Date,"Apr 25 2018, 11:57"
% Table,Table 1 - 
% Time (s),"Temperature (W), Probe Pint","Temperature (degC), average_fuel_temp_probe","Temperature (degC), average_flibe_temp_probe","Temperature (degC), max fuel temp","Temperature (degC), max flibe temp","Temperature (degC), Tp11","Temperature (degC), Tp211","Temperature (degC), Tp221","Temperature (degC), Tp231","Temperature (degC), Tp241","Temperature (degC), Tp31"
77,4.167701467541541E8,751.7438018742922,615.3925584773104,1000.135544634017,837.5209888700052,701.5909387285897,753.3924231999594,751.7285436385299,750.1104387844043,701.592755974811,698.4303924077562
78,4.1684310616741896E8,751.8268296244449,615.2208414634969,999.5007868439221,837.0567443172132,701.6580979544966,753.4759738431136,751.8115665279116,750.1929485022813,701.6598804849071,698.4964149805505
79,4.1690799007612216E8,751.9077123459159,615.054397259415,998.8250019604669,836.5792366558077,701.7254224986391,753.5573038618787,751.8924450906262,750.2733880852618,701.7271592433862,698.5627062756253
80,4.169647984802251E8,751.9864500387542,614.8932258651749,998.22722992202,836.0884658857889,701.7929123609672,753.636413256277,751.9711793266409,750.3517575333241,701.7945922502499,698.629266292903
81,4.170135313797174E8,752.0630427029079,614.7373272807234,997.5863211265433,835.584432007157,701.8605675415371,753.7133020263594,752.047769235969,750.4280568464698,701.8621795054936,698.6960950324068
82,4.170541887746633E8,752.1374903384309,614.5867015061041,996.9022755740374,835.0671350199117,701.9283880403261,753.7879701719893,752.1222148185835,750.5022860247451,701.9299210091527,698.763192494108
83,4.1708677066495895E8,752.2097929452874,614.4413485411994,996.1750932645022,834.5365749240535,701.996373857342,753.8604176932735,752.1945160745216,750.5744450680548,701.9978167612489,698.8305586781212
84,4.1716502973759717E8,752.2671621736519,614.3093861382661,995.5474704802895,834.1316796551533,702.0520335231865,753.9178457814395,752.2518847507059,750.6317559887548,702.0533965731873,698.8858028966899
85,4.172996791300743E8,752.3100560165279,614.1876314841701,995.0638921765461,833.8745120045177,702.0941428597786,753.9607674053203,752.2947783296814,750.6746223145722,702.0954463296349,698.9276334012794
86,4.174343285225696E8,752.3529498593922,614.0658768301037,994.5803138728025,833.6173443538815,702.1362521963363,754.0036890292262,752.337671908629,750.7174886403856,702.1374960860958,698.9694639058905
