% Model,OC_transient.mph
% Version,COMSOL 5.3.1.180
% Date,"Jan 29 2018, 15:09"
% Table,Table 1 - 
% Time (s),"Temperature (W), Probe Pint","Temperature (degC), average_fuel_temp_probe","Temperature (degC), average_flibe_temp_probe","Temperature (degC), max fuel temp","Temperature (degC), max flibe temp"
3.5,1.0000687182020176E7,698.3289402842453,686.4448710553771,714.2381458202543,707.4902868518451
3.6,1.0000692206100427E7,698.3289643728288,686.4448954510483,714.2381648601447,707.4902937008374
3.7,1.0000697230180683E7,698.3289884614134,686.444919846722,714.2381839000351,707.4903005498296
3.8000000000000003,1.0000702254260935E7,698.3290125499984,686.4449442423931,714.2382029399255,707.4903073988219
3.9000000000000004,1.0000707278341183E7,698.3290366385826,686.4449686380658,714.2382219798159,707.4903142478141
4,1.0000712302421428E7,698.3290607271679,686.4449930337386,714.2382410197063,707.4903210968064
4.1000000000000005,1.0000717326501697E7,698.3290848157527,686.4450174294109,714.2382600595965,707.4903279457986
4.2,1.0000722350581957E7,698.3291089043371,686.4450418250838,714.238279099487,707.4903347947909
4.3,1.0000727374662189E7,698.3291329929214,686.4450662207555,714.2382981393773,707.4903416437832
4.4,1.0000732398742432E7,698.3291570815057,686.4450906164276,714.2383171792677,707.4903484927754
4.5,1.0000737422822692E7,698.3291811700908,686.445115012101,714.2383362191581,707.4903553417677
4.6000000000000005,1.0000742446902938E7,698.3292052586753,686.4451394077734,714.2383552590485,707.49036219076
4.7,1.0000747470983196E7,698.3292293472591,686.4451638034459,714.2383742989389,707.4903690397522
4.800000000000001,1.0000752495063456E7,698.3292534358442,686.4451881991182,714.2383933388292,707.4903758887446
